movieId,title,title_only
68347,Sin Nombre (2009),Sin Nombre 
71902,Spread (2009),Spread 
80880,Stone (2010),Stone 
89208,Walled In (2009),Walled In 
92348,Puss in Boots (Nagagutsu o haita neko) (1969),Puss in Boots 
568,Bhaji on the Beach (1993),Bhaji on the Beach 
1675,Incognito (1997),Incognito 
2540,"Corruptor, The (1999)","Corruptor, The "
4453,Michael Jordan to the Max (2000),Michael Jordan to the Max 
4743,Tortilla Soup (2001),Tortilla Soup 
5409,Rapid Fire (1992),Rapid Fire 
5580,Aspen Extreme (1993),Aspen Extreme 
5675,Swept Away (2002),Swept Away 
5787,"Truth About Charlie, The (2002)","Truth About Charlie, The "
6992,Guarding Tess (1994),Guarding Tess 
7017,Passenger 57 (1992),Passenger 57 
7192,Only the Strong (1993),Only the Strong 
8782,Thunderbirds (2004),Thunderbirds 
30898,"Upside of Anger, The (2005)","Upside of Anger, The "
36276,Hidden (a.k.a. Cache) (Caché) (2005),Hidden 
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Block Party 
8690,Slaughterhouse-Five (1972),Slaughterhouse-Five 
4402,Dr. Goldfoot and the Bikini Machine (1965),Dr. Goldfoot and the Bikini Machine 
96430,"Odd Life of Timothy Green, The (2012)","Odd Life of Timothy Green, The "
941,"Mark of Zorro, The (1940)","Mark of Zorro, The "
1839,My Giant (1998),My Giant 
2368,King Kong Lives (1986),King Kong Lives 
2520,Airport (1970),Airport 
2521,Airport 1975 (1974),Airport 1975 
2523,Rollercoaster (1977),Rollercoaster 
2693,Trekkies (1997),Trekkies 
2887,Simon Sez (1999),Simon Sez 
3057,Where's Marlowe? (1998),Where's Marlowe? 
3276,Gun Shy (2000),Gun Shy 
3284,They Might Be Giants (1971),They Might Be Giants 
3390,Shanghai Surprise (1986),Shanghai Surprise 
3596,Screwed (2000),Screwed 
3933,"Killer Shrews, The (1959)","Killer Shrews, The "
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horrors of Spider Island 
4156,Company Man (2000),Company Man 
4198,Battle Beyond the Stars (1980),Battle Beyond the Stars 
4212,Death on the Nile (1978),Death on the Nile 
4397,Cannonball Run II (1984),Cannonball Run II 
4526,My Stepmother Is an Alien (1988),My Stepmother Is an Alien 
4630,No Holds Barred (1989),No Holds Barred 
4660,Scenes from the Class Struggle in Beverly Hills (1989),Scenes from the Class Struggle in Beverly Hills 
4756,"Musketeer, The (2001)","Musketeer, The "
4775,Glitter (2001),Glitter 
4952,Morons From Outer Space (1985),Morons From Outer Space 
4981,Clockwise (1986),Clockwise 
5250,Stir Crazy (1980),Stir Crazy 
5334,Cadillac Man (1990),Cadillac Man 
5356,"Giant Spider Invasion, The (1975)","Giant Spider Invasion, The "
5490,The Big Bus (1976),The Big Bus 
5700,The Pumaman (1980),The Pumaman 
5752,Gregory's Girl (1981),Gregory's Girl 
5779,Piranha II: The Spawning (1981),Piranha II: The Spawning 
5915,Victory (a.k.a. Escape to Victory) (1981),Victory 
6302,Beginning of the End (1957),Beginning of the End 
6424,Oscar (1991),Oscar 
6427,"Railway Children, The (1970)","Railway Children, The "
6476,Shattered (1991),Shattered 
6514,Ring of Terror (1962),Ring of Terror 
6760,In This World (2002),In This World 
6798,Bugsy Malone (1976),Bugsy Malone 
6814,City Heat (1984),City Heat 
7101,Doc Hollywood (1991),Doc Hollywood 
7245,Tormented (1960),Tormented 
7372,Ned Kelly (2003),Ned Kelly 
8136,Indestructible Man (1956),Indestructible Man 
8137,"Wasp Woman, The (1959)","Wasp Woman, The "
8447,This Island Earth (1955),This Island Earth 
8743,Biggles (1986),Biggles 
26152,Batman (1966),Batman 
26386,High Anxiety (1977),High Anxiety 
26464,Blue Thunder (1983),Blue Thunder 
26700,Nuns on the Run (1990),Nuns on the Run 
31000,Sweet Liberty (1986),Sweet Liberty 
32291,Melinda and Melinda (2004),Melinda and Melinda 
34018,At the Circus (1939),At the Circus 
37211,Go West (1940),Go West 
43558,Big Momma's House 2 (2006),Big Momma's House 2 
48262,"Bridge, The (2006)","Bridge, The "
49688,"Dam Busters, The (1955)","Dam Busters, The "
50064,"Good German, The (2006)","Good German, The "
53453,Starcrash (a.k.a. Star Crash) (1978),Starcrash 
53808,Bring It On: All or Nothing (2006),Bring It On: All or Nothing 
55294,Weirdsville (2007),Weirdsville 
58351,City of Men (Cidade dos Homens) (2007),City of Men 
61123,High School Musical 2 (2007),High School Musical 2 
61289,Sukiyaki Western Django (2008),Sukiyaki Western Django 
63393,Camp Rock (2008),Camp Rock 
65135,Blackadder's Christmas Carol (1988),Blackadder's Christmas Carol 
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)","Good, the Bad, the Weird, The "
67361,Echelon Conspiracy (2009),Echelon Conspiracy 
69118,In the Electric Mist (2009),In the Electric Mist 
69453,"Land That Time Forgot, The (1975)","Land That Time Forgot, The "
69604,Whatever Works (2009),Whatever Works 
70545,"Deal, The (2008)","Deal, The "
71466,City Island (2009),City Island 
71732,I Sell the Dead (2008),I Sell the Dead 
72224,Gentlemen Broncos (2009),Gentlemen Broncos 
72694,Shrink (2009),Shrink 
73386,Staten Island (2009),Staten Island 
75803,Our Family Wedding (2010),Our Family Wedding 
75816,Women in Trouble (2009),Women in Trouble 
77421,Cyrus (2010),Cyrus 
78034,Cemetery Junction (2010),Cemetery Junction 
78116,Please Give (2010),Please Give 
79259,Cherrybomb (2009),Cherrybomb 
79590,"Rebound, The (2009)","Rebound, The "
79879,Piranha (Piranha 3D) (2010),Piranha 
79946,"Joneses, The (2009)","Joneses, The "
80241,Going the Distance (2010),Going the Distance 
80864,You Will Meet a Tall Dark Stranger (2010),You Will Meet a Tall Dark Stranger 
81949,"Romantics, The (2010)","Romantics, The "
82093,London Boulevard (2010),London Boulevard 
82095,Skyline (2010),Skyline 
82527,Barney's Version (2010),Barney's Version 
83374,"Warrior's Way, The (2010)","Warrior's Way, The "
84696,Burke and Hare (2010),Burke and Hare 
84950,Take Me Home Tonight (2011),Take Me Home Tonight 
85025,"Eagle, The (2011)","Eagle, The "
85399,"Big Mommas: Like Father, Like Son (2011)","Big Mommas: Like Father, Like Son "
86028,Henry's Crime (2010),Henry's Crime 
86593,African Cats (2011),African Cats 
87876,Cars 2 (2011),Cars 2 
88672,Our Idiot Brother (2011),Our Idiot Brother 
89305,"Inbetweeners Movie, The (2011)","Inbetweeners Movie, The "
89343,Red State (2011),Red State 
89388,I Don't Know How She Does It (2011),I Don't Know How She Does It 
89427,Shark Night 3D (2011),Shark Night 3D 
90343,Footloose (2011),Footloose 
90719,J. Edgar (2011),J. Edgar 
90738,"Double, The (2011)","Double, The "
91273,Bunraku (2010),Bunraku 
91688,Salvation Boulevard (2011),Salvation Boulevard 
91873,Joyful Noise (2012),Joyful Noise 
91935,Albatross (2011),Albatross 
92198,Seeking Justice (2011),Seeking Justice 
92665,"For a Good Time, Call... (2012)","For a Good Time, Call... "
93242,Gone (2012),Gone 
93980,"Three Stooges, The (2012)","Three Stooges, The "
93982,"Raven, The (2012)","Raven, The "
94011,"Big Bang, The (2011)","Big Bang, The "
94323,Think Like a Man (2012),Think Like a Man 
94494,96 Minutes (2011) ,96 Minutes 
94896,Bernie (2011),Bernie 
94919,Inhale (2010),Inhale 
95201,To Rome with Love (2012),To Rome with Love 
95508,Cleanskin (2012),Cleanskin 
95744,2 Days in New York (2012),2 Days in New York 
96114,Brake (2012),Brake 
96281,ParaNorman (2012),ParaNorman 
96530,Conception (2011),Conception 
96726,Lola Versus (2012),Lola Versus 
97328,Liberal Arts (2012),Liberal Arts 
97742,Alex Cross (2012),Alex Cross 
97858,Mental (2012),Mental 
97870,"Sessions, The (Surrogate, The) (2012)","Sessions, The "
97936,Anna Karenina (2012),Anna Karenina 
98160,Nature Calls (2012),Nature Calls 
98175,Vamps (2012),Vamps 
98230,10 Years (2011),10 Years 
98296,Deadfall (2012),Deadfall 
98836,Hyde Park on Hudson (2012),Hyde Park on Hudson 
98908,How to Make Love to a Woman (2010),How to Make Love to a Woman 
99005,Fire with Fire (2012),Fire with Fire 
99415,Parental Guidance (2012),Parental Guidance 
99574,Promised Land (2012),Promised Land 
99846,Everything or Nothing: The Untold Story of 007 (2012),Everything or Nothing: The Untold Story of 007 
99992,Shadow Dancer (2012),Shadow Dancer 
100226,Why Stop Now (2012),Why Stop Now 
100304,"Liability, The (2012)","Liability, The "
100326,Stand Up Guys (2012),Stand Up Guys 
100487,Beautiful Creatures (2013),Beautiful Creatures 
101360,"Call, The (2013)","Call, The "
101529,"Brass Teapot, The (2012)","Brass Teapot, The "
101577,"Host, The (2013)","Host, The "
101884,Dark Tide (2012),Dark Tide 
101895,42 (2013),42 
102025,Yongary: Monster from the Deep (1967),Yongary: Monster from the Deep 
102165,"English Teacher, The (2013)","English Teacher, The "
102278,Pawn (2013),Pawn 
102819,Behind the Candelabra (2013),Behind the Candelabra 
102880,After Earth (2013),After Earth 
103221,Not Suitable for Children (2012),Not Suitable for Children 
103502,"Knot, The (2012)","Knot, The "
103543,"Lifeguard, The (2013)","Lifeguard, The "
103755,Turbo (2013),Turbo 
103865,Revenge for Jolly! (2012),Revenge for Jolly! 
104078,Alan Partridge: Alpha Papa (2013),Alan Partridge: Alpha Papa 
104129,Man of Tai Chi (2013),Man of Tai Chi 
104760,Getaway (2013),Getaway 
104906,Austenland (2013),Austenland 
105121,Inescapable (2012),Inescapable 
105755,"Counselor, The (2013)","Counselor, The "
106330,Last Vegas (2013),Last Vegas 
106438,Philomena (2013),Philomena 
106542,Charlie Countryman (2013),Charlie Countryman 
106883,All is Bright (2013),All is Bright 
107702,Grudge Match (2013),Grudge Match 
107945,Bad Karma (2012),Bad Karma 
107962,Freezer (2014),Freezer 
108188,Jack Ryan: Shadow Recruit (2014),Jack Ryan: Shadow Recruit 
108601,Drift (2013),Drift 
108715,Better Living Through Chemistry (2014),Better Living Through Chemistry 
109183,Date and Switch (2014),Date and Switch 
109191,Winter's Tale (2014),Winter's Tale 
109295,Cold Comes the Night (2013),Cold Comes the Night 
109317,Someone Marry Barry (2014),Someone Marry Barry 
109372,About Last Night (2014),About Last Night 
109416,Bring It On: Fight to the Finish (2009),Bring It On: Fight to the Finish 
110611,Cold in July (2014),Cold in July 
110655,Rio 2 (2014),Rio 2 
110826,Brick Mansions (2014),Brick Mansions 
111663,Zombeavers (2014),Zombeavers 
111680,At Middleton (2013),At Middleton 
111795,Million Dollar Arm (2014),Million Dollar Arm 
112303,Think Like a Man Too (2014),Think Like a Man Too 
112749,And So It Goes (2014),And So It Goes 
113186,Felony (2013),Felony 
113225,Magic in the Moonlight (2014),Magic in the Moonlight 
113350,I'll Follow You Down (2013),I'll Follow You Down 
113416,Revenge of the Green Dragons (2014),Revenge of the Green Dragons 
113532,"Inbetweeners 2, The (2014)","Inbetweeners 2, The "
114028,Pride (2014),Pride 
114601,This Is Where I Leave You (2014),This Is Where I Leave You 
114925,"Captive, The (2014)","Captive, The "
115151,Plastic (2014),Plastic 
115170,"Judge, The (2014)","Judge, The "
115216,"Salvation, The (2014)","Salvation, The "
116207,Zulu (2013),Zulu 
116413,Life Partners (2014),Life Partners 
116419,Drive Hard (2014),Drive Hard 
116849,Sex Ed (2014),Sex Ed 
116985,The Longest Week (2014),The Longest Week 
117107,Miss Meadows (2014),Miss Meadows 
117511,Hello Ladies: The Movie (2014),Hello Ladies: The Movie 
118248,Dying of the Light (2014),Dying of the Light 
118326,By the Gun (2014),By the Gun 
118354,Kill the Messenger (2014),Kill the Messenger 
118512,Bring It On: In It To Win It (2007),Bring It On: In It To Win It 
118702,Unbroken (2014),Unbroken 
118814,Playing It Cool (2014),Playing It Cool 
118924,Top Five (2014),Top Five 
118997,Into the Woods (2014),Into the Woods 
119068,"Men, Women & Children (2014)","Men, Women & Children "
119655,Seventh Son (2014),Seventh Son 
120637,Blackhat (2015),Blackhat 
120783,Son of a Gun (2014),Son of a Gun 
122490,Wicked Blood (2014),Wicked Blood 
122932,Elsa & Fred (2014),Elsa & Fred 
124859,The Gambler (2014),The Gambler 
125221,The Beast of Hollow Mountain (1956),The Beast of Hollow Mountain 
126420,American Heist (2015),American Heist 
127132,Zipper (2015),Zipper 
127136,True Story (2015),True Story 
127194,The D Train (2015),The D Train 
127319,The Loft (2014),The Loft 
128592,The Boy Next Door (2015),The Boy Next Door 
129250,Superfast! (2015),Superfast! 
129333,Julia (2014),Julia 
129657,Tracers (2015),Tracers 
129659,"McFarland, USA (2015)","McFarland, USA "
130083,Kidnapping Mr. Heineken (2015),Kidnapping Mr. Heineken 
131480,Poker Night (2014),Poker Night 
132333,Seve (2014),Seve 
132462,Sword of Vengeance (2014),Sword of Vengeance 
132488,Lovesick (2014),Lovesick 
132618,Kite (2014),Kite 
133195,Hitman: Agent 47 (2015),Hitman: Agent 47 
133281,Ricki and the Flash (2015),Ricki and the Flash 
133365,Partisan (2015),Partisan 
133377,Infini (2015),Infini 
133545,Just Before I Go (2014),Just Before I Go 
133782,Maggie (2015),Maggie 
133798,Hot Pursuit (2015),Hot Pursuit 
134021,5 to 7 (2014),5 to 7 
134158,Return to Sender (2015),Return to Sender 
134859,The Wolfpack (2015),The Wolfpack 
136654,The Face of an Angel (2015),The Face of an Angel 
136664,Wild Horses (2015),Wild Horses 
136778,The Squeeze (2015),The Squeeze 
136786,Careful What You Wish For (2015),Careful What You Wish For 
136800,Robot Overlords (2014),Robot Overlords 
136816,Bad Asses on the Bayou (2015),Bad Asses on the Bayou 
136859,The Lovers (2015),The Lovers 
137517,Carnival Magic (1981),Carnival Magic 
138546,The Opposite Sex (2014),The Opposite Sex 
139052,Dark Places (2015),Dark Places 
139415,Irrational Man (2015),Irrational Man 
139857,Colonia (2016),Colonia 
140237,The Runner (2015),The Runner 
140525,Secret in Their Eyes (2015),Secret in Their Eyes 
140850,Every Secret Thing (2014),Every Secret Thing 
141422,Suffragette (2015),Suffragette 
142424,Into the Forest (2015),Into the Forest 
143001,Anti-Social (2015),Anti-Social 
143255,Narcopolis (2014),Narcopolis 
143257,Ashby (2015),Ashby 
143410,Hyena Road,Hyena Road
143472,Into the Grizzly Maze (2015),Into the Grizzly Maze 
144262,Slow Learners (2015),Slow Learners 
144620,Goosebumps (2015),Goosebumps 
144714,The Perfect Guy (2015),The Perfect Guy 
144716,Rock the Kasbah (2015),Rock the Kasbah 
145150,The Dressmaker (2015),The Dressmaker 
146688,Solace (2015),Solace 
146730,Lost in the Sun (2015),Lost in the Sun 
148482,Truth (2015),Truth 
148592,Just Jim (2015),Just Jim 
148709,Mojave (2015),Mojave 
149590,Standoff (2016),Standoff 
149612,Swelter (2014),Swelter 
150401,Close Range (2015),Close Range 
150604,Moonwalkers (2015),Moonwalkers 
151315,Ride Along 2 (2016),Ride Along 2 
151317,Maggie's Plan (2015),Maggie's Plan 
151501,Exposed (2016),Exposed 
151559,Frankenstein (2015),Frankenstein 
151653,Welcome to Happiness (2015),Welcome to Happiness 
151745,Reptilicus (1961),Reptilicus 
151777,The Finest Hours (2016),The Finest Hours 
152085,Desierto (2016),Desierto 
152105,Dad's Army (1971),Dad's Army 
152658,Santa's Little Helper (2015),Santa's Little Helper 
154065,Dad's Army (2016),Dad's Army 
155358,Camino (2016),Camino 
155659,Florence Foster Jenkins (2016),Florence Foster Jenkins 
155743,My Big Fat Greek Wedding 2 (2016),My Big Fat Greek Wedding 2 
155892,Me Him Her (2015),Me Him Her 
156553,Zoom (2015),Zoom 
156706,The Trust (2016),The Trust 
157122,The Man Who Knew Infinity (2016),The Man Who Knew Infinity 
157130,Despite the Falling Snow (2016),Despite the Falling Snow 
157172,Wizards of the Lost Kingdom II (1989),Wizards of the Lost Kingdom II 
157200,Money Monster (2016),Money Monster 
157270,Barbershop: The Next Cut (2016),Barbershop: The Next Cut 
157340,The Angry Birds Movie (2016),The Angry Birds Movie 
157407,I Am Wrath (2016),I Am Wrath 
157432,Precious Cargo (2016),Precious Cargo 
158022,Kicking Off (2016),Kicking Off 
158956,Kill Command (2016),Kill Command 
159077,The Meddler (2016),The Meddler 
159193,Café Society (2016),Café Society 
159690,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),Teenage Mutant Ninja Turtles: Out of the Shadows 
160440,The Maid's Room (2014),The Maid's Room 
160573,Pete's Dragon (2016),Pete's Dragon 
160646,Goat (2016),Goat 
160730,The Adderall Diaries (2015),The Adderall Diaries 
161290,Vigilante Diaries (2016),Vigilante Diaries 
161830,Body (2015),Body 
161918,Sharknado 4: The 4th Awakens (2016),Sharknado 4: The 4th Awakens 
162828,Imperium (2016),Imperium 
164375,All Roads Lead to Rome (2016),All Roads Lead to Rome 
164647,Dirty 30 (2016),Dirty 30 
164753,Anything for Love (2016),Anything for Love 
165075,London Town (2016),London Town 
165139,Wild Oats (2016),Wild Oats 
165343,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),The Rocky Horror Picture Show: Let's Do the Time Warp Again 
165347,Jack Reacher: Never Go Back (2016),Jack Reacher: Never Go Back 
168350,100 Streets (2016),100 Streets 
168456,Mercury Plains (2016),Mercury Plains 
169180,American Fable (2017),American Fable 
173751,Tiger Raid (2016),Tiger Raid 
3568,Smiling Fish and Goat on Fire (1999),Smiling Fish and Goat on Fire 
2839,West Beirut (West Beyrouth) (1998),West Beirut 
3240,"Big Tease, The (1999)","Big Tease, The "
3241,"Cup, The (Phörpa) (1999)","Cup, The "
3756,"Golden Bowl, The (2000)","Golden Bowl, The "
3787,Shower (Xizao) (1999),Shower 
1341,Burnt Offerings (1976),Burnt Offerings 
706,Sunset Park (1996),Sunset Park 
89039,Another Earth (2011),Another Earth 
1757,Fallen Angels (Duo luo tian shi) (1995),Fallen Angels 
2677,Buena Vista Social Club (1999),Buena Vista Social Club 
3859,"Eyes of Tammy Faye, The (2000)","Eyes of Tammy Faye, The "
3989,One Day in September (1999),One Day in September 
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Keep the River on Your Right: A Modern Cannibal Tale 
4863,Female Trouble (1975),Female Trouble 
4977,Kandahar (Safar e Ghandehar) (2001),Kandahar 
5205,Motel Hell (1980),Motel Hell 
5212,"Octagon, The (1980)","Octagon, The "
5224,Promises (2001),Promises 
5239,Rude Boy (1980),Rude Boy 
5986,Fat City (1972),Fat City 
6064,"Harder They Fall, The (1956)","Harder They Fall, The "
6466,Mississippi Masala (1991),Mississippi Masala 
6528,Start the Revolution Without Me (1970),Start the Revolution Without Me 
6611,Umberto D. (1952),Umberto D. 
6775,Life and Debt (2001),Life and Debt 
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)","Revolution Will Not Be Televised, The "
6945,My Architect: A Son's Journey (2003),My Architect: A Son's Journey 
6966,Darkman (1990),Darkman 
7181,Ship of Fools (1965),Ship of Fools 
7620,Monster in a Box (1992),Monster in a Box 
7767,"Best of Youth, The (La meglio gioventù) (2003)","Best of Youth, The "
7786,Genghis Blues (1999),Genghis Blues 
7920,Desperate Living (1977),Desperate Living 
8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)","Exterminating Angel, The "
8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)","Vitelloni, I "
26359,1900 (Novecento) (1976),1900 
26838,"Snapper, The (1993)","Snapper, The "
27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)","Happiness of the Katakuris, The "
32582,"Wild Parrots of Telegraph Hill, The (2003)","Wild Parrots of Telegraph Hill, The "
38198,Darwin's Nightmare (2004),Darwin's Nightmare 
45382,Down in the Valley (2005),Down in the Valley 
46855,Army of Shadows (L'armée des ombres) (1969),Army of Shadows 
55156,"Unreasonable Man, An (2006)","Unreasonable Man, An "
58191,Taxi to the Dark Side (2007),Taxi to the Dark Side 
67665,Anvil! The Story of Anvil (2008),Anvil! The Story of Anvil 
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Burma VJ: Reporting from a Closed Country 
82857,Sweetgrass (2009),Sweetgrass 
89090,Bill Cunningham New York (2011),Bill Cunningham New York 
100556,"Act of Killing, The (2012)","Act of Killing, The "
103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),20 Feet from Stardom 
105835,"Double, The (2013)","Double, The "
109161,Venus in Fur (La Vénus à la fourrure) (2013),Venus in Fur 
148982,Devil Dog: The Hound of Hell (1978),Devil Dog: The Hound of Hell 
151311,Wiener-Dog (2016),Wiener-Dog 
152711,Who Killed Chea Vichea? (2010),Who Killed Chea Vichea? 
160644,Indignation (2016),Indignation 
162414,Moonlight,Moonlight
164655,Gimme Danger (2016),Gimme Danger 
167064,I Am Not Your Negro (2017),I Am Not Your Negro 
179813,LBJ (2017),LBJ 
183199,Quest (2017),Quest 
183317,Patti Rocks (1988),Patti Rocks 
184721,First Reformed (2017),First Reformed 
187717,Won't You Be My Neighbor? (2018),Won't You Be My Neighbor? 
188189,Sorry to Bother You (2018),Sorry to Bother You 
189713,BlacKkKlansman (2018),BlacKkKlansman 
56169,Awake (2007),Awake 
59738,All the Boys Love Mandy Lane (2006),All the Boys Love Mandy Lane 
60832,Pathology (2008),Pathology 
74530,Percy Jackson & the Olympians: The Lightning Thief (2010),Percy Jackson & the Olympians: The Lightning Thief 
74580,"Spy Next Door, The (2010)","Spy Next Door, The "
90384,Behind Enemy Lines II: Axis of Evil (2006),Behind Enemy Lines II: Axis of Evil 
3723,Hamlet (1990),Hamlet 
2493,"Harmonists, The (1997)","Harmonists, The "
451,Flesh and Bone (1993),Flesh and Bone 
1180,Hear My Song (1991),Hear My Song 
3405,"Night to Remember, A (1958)","Night to Remember, A "
3619,"Hollywood Knights, The (1980)","Hollywood Knights, The "
3658,Quatermass and the Pit (1967),Quatermass and the Pit 
3832,"Black Sabbath (Tre volti della paura, I) (1963)",Black Sabbath 
96,In the Bleak Midwinter (1995),In the Bleak Midwinter 
488,M. Butterfly (1993),M. Butterfly 
638,Jack and Sarah (1995),Jack and Sarah 
907,"Gay Divorcee, The (1934)","Gay Divorcee, The "
929,Foreign Correspondent (1940),Foreign Correspondent 
956,Penny Serenade (1941),Penny Serenade 
959,Of Human Bondage (1934),Of Human Bondage 
970,Beat the Devil (1953),Beat the Devil 
976,"Farewell to Arms, A (1932)","Farewell to Arms, A "
982,Picnic (1955),Picnic 
993,Infinity (1996),Infinity 
1068,Crossfire (1947),Crossfire 
1398,In Love and War (1996),In Love and War 
1413,"Whole Wide World, The (1996)","Whole Wide World, The "
1423,Hearts and Minds (1996),Hearts and Minds 
1496,Anna Karenina (1997),Anna Karenina 
1507,Paradise Road (1997),Paradise Road 
1629,"MatchMaker, The (1997)","MatchMaker, The "
1650,Washington Square (1997),Washington Square 
1893,Beyond Silence (Jenseits der Stille) (1996),Beyond Silence 
1902,Dream for an Insomniac (1996),Dream for an Insomniac 
1913,Picnic at Hanging Rock (1975),Picnic at Hanging Rock 
1926,"Broadway Melody, The (1929)","Broadway Melody, The "
1928,Cimarron (1931),Cimarron 
1932,"Great Ziegfeld, The (1936)","Great Ziegfeld, The "
1933,"Life of Emile Zola, The (1937)","Life of Emile Zola, The "
1940,Gentleman's Agreement (1947),Gentleman's Agreement 
2177,Family Plot (1976),Family Plot 
2179,Topaz (1969),Topaz 
2180,Torn Curtain (1966),Torn Curtain 
2185,I Confess (1953),I Confess 
2187,Stage Fright (1950),Stage Fright 
2201,"Paradine Case, The (1947)","Paradine Case, The "
2211,Secret Agent (1936),Secret Agent 
2611,"Winslow Boy, The (1999)","Winslow Boy, The "
2612,Mildred Pierce (1945),Mildred Pierce 
2652,"Curse of Frankenstein, The (1957)","Curse of Frankenstein, The "
2697,My Son the Fanatic (1997),My Son the Fanatic 
2743,Native Son (1986),Native Son 
2757,Frances (1982),Frances 
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Oscar and Lucinda 
2927,Brief Encounter (1946),Brief Encounter 
2929,Reds (1981),Reds 
2930,Return with Honor (1998),Return with Honor 
3109,"River, The (1984)","River, The "
3112,'night Mother (1986),'night Mother 
3125,"End of the Affair, The (1999)","End of the Affair, The "
3135,"Great Santini, The (1979)","Great Santini, The "
3211,"Cry in the Dark, A (1988)","Cry in the Dark, A "
3281,"Brandon Teena Story, The (1998)","Brandon Teena Story, The "
3475,"Place in the Sun, A (1951)","Place in the Sun, A "
3609,Regret to Inform (1998),Regret to Inform 
3641,"Woman of Paris, A (1923)","Woman of Paris, A "
3714,Clara's Heart (1988),Clara's Heart 
3715,Burglar (1987),Burglar 
3739,Trouble in Paradise (1932),Trouble in Paradise 
3789,"Pawnbroker, The (1964)","Pawnbroker, The "
3816,"Official Story, The (La historia oficial) (1985)","Official Story, The "
3870,Our Town (1940),Our Town 
3965,"Strange Love of Martha Ivers, The (1946)","Strange Love of Martha Ivers, The "
3966,Detour (1945),Detour 
4046,Friendly Persuasion (1956),Friendly Persuasion 
4080,Baby Boom (1987),Baby Boom 
4113,"Glass Menagerie, The (1987)","Glass Menagerie, The "
4129,Made in Heaven (1987),Made in Heaven 
4164,"Caveman's Valentine, The (2001)","Caveman's Valentine, The "
4171,Long Night's Journey Into Day (2000),Long Night's Journey Into Day 
4184,"Bishop's Wife, The (1947)","Bishop's Wife, The "
4189,"Greatest Story Ever Told, The (1965)","Greatest Story Ever Told, The "
4204,Losin' It (1983),Losin' It 
4218,River's Edge (1986),River's Edge 
4292,Norma Rae (1979),Norma Rae 
4296,Love Story (1970),Love Story 
4433,Written on the Wind (1956),Written on the Wind 
4484,Camille Claudel (1988),Camille Claudel 
4495,Crossing Delancey (1988),Crossing Delancey 
4521,Little Nikita (1988),Little Nikita 
4578,Chances Are (1989),Chances Are 
4589,Eddie and the Cruisers (1983),Eddie and the Cruisers 
4635,Pink Cadillac (1989),Pink Cadillac 
4704,Hatari! (1962),Hatari! 
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),Into the Arms of Strangers: Stories of the Kindertransport 
4796,"Grass Is Greener, The (1960)","Grass Is Greener, The "
4798,Indiscreet (1958),Indiscreet 
4801,"Little Foxes, The (1941)","Little Foxes, The "
4804,Pocketful of Miracles (1961),Pocketful of Miracles 
4860,Making the Grade (1984),Making the Grade 
4871,Focus (2001),Focus 
4970,"Blue Angel, The (Blaue Engel, Der) (1930)","Blue Angel, The "
4998,"Defiant Ones, The (1958)","Defiant Ones, The "
5007,Topkapi (1964),Topkapi 
5012,Yentl (1983),Yentl 
5077,Cousins (1989),Cousins 
5114,"Bad and the Beautiful, The (1952)","Bad and the Beautiful, The "
5116,Designing Woman (1957),Designing Woman 
5168,Royal Wedding (1951),Royal Wedding 
5213,"Oh, God! Book II (1980)","Oh, God! Book II "
5231,Road to Morocco (1942),Road to Morocco 
5311,"Watcher in the Woods, The (1980)","Watcher in the Woods, The "
5353,Butterflies Are Free (1972),Butterflies Are Free 
5375,"Harvey Girls, The (1946)","Harvey Girls, The "
5384,I Want to Live! (1958),I Want to Live! 
5440,She Wore a Yellow Ribbon (1949),She Wore a Yellow Ribbon 
5455,"Object of Beauty, The (1991)","Object of Beauty, The "
5512,Secret Ballot (Raye makhfi) (2001),Secret Ballot 
5525,Mostly Martha (Bella Martha) (2001),Mostly Martha 
5581,Betsy's Wedding (1990),Betsy's Wedding 
5601,"Yearling, The (1946)","Yearling, The "
5602,"Ladykillers, The (1955)","Ladykillers, The "
5604,"Man in the White Suit, The (1951)","Man in the White Suit, The "
5629,Jonah: A VeggieTales Movie (2002),Jonah: A VeggieTales Movie 
5649,Horror of Dracula (Dracula) (1958),Horror of Dracula 
5694,Staying Alive (1983),Staying Alive 
5755,Happy Birthday to Me (1981),Happy Birthday to Me 
5771,My Bloody Valentine (1981),My Bloody Valentine 
5799,Exodus (1960),Exodus 
